"Text_Review"
"✅ Trip Verified |  Horrible. This airline can’t operate a flight without delay. This is my third flight with them in the past two weeks and all of them were delayed. Insufficient and rude staff. Amateur service. This is the cheapest airline but avoid it if you can. Your plans will be delayed so you will have to pay extra anyway. Avoid Pegasus Airlines."
"✅ Trip Verified | Worst airline ever. All flights I took with them (4 flights total) were late by at least an hour. No food, no comfort, no service, no nothing. Its like taking a bus. Talking to staff was a nightmare, they barely spoke any language other than turkish."
"✅ Trip Verified |  Departure from Germany to Turkey was about an hour delayed, the second plane from Turkey was 50 minutes delayed. We were asked on the flight from Istanbul to Beirut to pay 40€ extra for each bag we carry, no mattet what it is. The problem with that, is that we came with the same airflight company in the first flight from Germany to Turkey, and we were not demanded to pay, so who can explain the difference in rules since we are talking about the same company, two flights, same day.  I did not get any receipt, what made me question the legetimacy of what they did. One employee wanted to put a label bag tag on my plastic bag that had only biscuits, which was personal property just like a purse, which I also had to pay 40€ for, for a rule I doubt that exist and also when it exists that mistreatment can not be justifible. "
"✅ Trip Verified |  Even if its a low budget airline, the crew could say hello when entering the plane, instead of that, the crew member simple stood at the entrance with arms crossed. Seemed we were all unwelcome. Most of the staff unfriendly and no smile at all. Unfortunately i have no other choice then Pegasus to fly to Berlin as fast as possible, but their rudeness alone will make me choose a longer way next time."
"✅ Trip Verified | Worst travel experience in my life. They lost my bag on a local 1 hour flight and their attitude was do not give a damn and actually blamed me for the check in process. Don't ever travel on this airline the customer service has the most frustrated individuals and the board of directors are absolutely negligent professionals. I have sent over 40 emails and calls for my luggage with very little response and still don't have my bag. Its a complete scam and lie. Do yourself a favour avoid this airline at all costs"
"✅ Trip Verified |  Pegasus is a budget airline, its main objective is to transport people at the lowest cost possible. They do so by removing unnecessary services, such as onboard meals and so on. No one expects luxury treatment when flying with Pegasus. The last time I flew with Pegasus my experience was beyond awful. During check-in, I asked an airline representative to check my carry-on bag and put it in the luggage compartment instead of the cabin. Usually airlines don't charge you for this. Sometimes they even ask you to do it when the flight is full. Pegasus told me this wasn't allowed, but I could pay 50USD for extra baggage allowance and in that case they would be able to check my carry-on. I agreed. Upon arrival to my final destination, I discovered that a few items were stolen. The total amount of damage was insignificant. I reported this incident to the airline, but they refused to compensate the damage, saying ""Pegasus's liability is limited"" and ""Pegasus accepts no responsibility for any liability over the applicable liability limits in accordance with legal regulations."""
"Not Verified |  We are flying Amsterdam to Istanbul on 21 June 2023. We had a connecting flight on Pegasus Airlines towards Istanbul at 11.45 am. As we reached the gate the Pegasus staff were horrible, I was shocked how they treated a passenger like that. Very rude, very bad attitude. I’m very shocked I cancelled my one week vacation and came back home. I lost my baggage, still haven't got my baggage. It was my worst trip. I will never recommend this airline to anybody. Please avoid."
"Not Verified |  In short, nothing goes right, timing, notifying about delays on right time, boarding on time i was supposed to fly 4 hours ago and the delay happened twice. And the employee was laughing when i asked her when are we boarding. Worst experience."
"Not Verified | I fly Pegasus for work reasons and do this often, primarily my route is Ankara - Amman (Jordan). This is a night flight PC 1712, which always (!) gets delayed, most often by 1,5 hours. If Pegasus is unable to fly on time why under the Sun they do not change the flight departure time? And if it is always delayed why they would not warn the passengers beforehand? This is absolutely unacceptable. Yes OK Pegasus is a low-coster, but it does not mean they should behave like that."
"✅ Trip Verified |  Never again. Tiny, uncomfortable seats, a completely full flight, forced to gate-check my small carry-on even though the ticket was supposed to have the same luggage allowance as the rest of the itinerary, 10 euros for a dry sandwich on board. Avoid at all costs."
"✅ Trip Verified |  Our flight was canceled just as we arrived at the airport, two hours before the flight. They moved our flight 11 hours later, we had to wait in an airport that doesn't even have flights at that time so the food businesses were closed (Yes!, they were closed from 10am to 5pm) luckily we had some food with us. They moved the other connecting flight from 1pm to 11pm, imagine arriving in a different country at midnight, my hotel reservation was lost and I almost missed a reservation for a $1,000 USD tour. Clearly that's not Pegasus's problem and it doesn't care either."
"Not Verified |  The staff is the most unhelpful, irresponsible and slow. First of all my flight to Istanbul got delayed 3 times. Then on May 1 I wanted to fly back home, arrived 3 hours early and this flight got delayed as well, gates have been changed a few times. In the end I arrived at the gate 15 minutes early and there was no staff anymore so I could not board the plane, same thing happened to 2 other people with different destinations, we were in the line together. I went to 4 Pegasus information/help centers in the airport, every single one was not willing to pay my next flight and blamed me for not arriving even earlier. The announcement when they say last call started a few minutes after I was at the gate but there was still no one. I ended up with the supervisor and they were rude very direct not even willing to hear properly. "
"✅ Trip Verified |  It was a very bad experience. Our flight was very delayed from Muscat to Istanbul and we can't get our next flight. Pegasus staff don't care at all we keep running to each Pegasus staff asking help what to do? Was very bad day we have other programs in Saint Petersburg and we was late 24 hours everything was mixed. In the end Pegasus staff told me to buy visa and to go to other Pegasus office and they promised me the visa payment Pegasus will refund it to me. Was no other choice to stay 24 hours in airport or to pay the visa. Finally we paid the visa to go to other office as Pegasus staff told us but after i paid my visa the Pegasus sent me email they will not refund it to me. What kind of services this how come we need to wait 24hours in the airport. Where is customer care?  They should pay me the money i spend because of them they delay the flight. I will never travel with them from now if they will not refund my right."
"Not Verified |  We checked in for a flight on 29th March to fly from Turkey to Georgia. There were zero issues and their staff didn't notify us that our bags were slightly over the limit. Our flight was cancelled. After 14 hours of waiting, we checked in for a second time (and their staff mentioned nothing about our bags being over the limit).  Once we were through security, we were pulled aside and asked to pay 200 Lira for our bags being slightly over the weight limit. Naturally, I tried to refuse because we were not told about it. Had their staff told us we could have moved some items from our luggage to our hand luggage and avoided the mess. We were told that if we did not pay, we would not be allowed on the flight. It then turned out that the 200 Lira was actually 480 Lira (approx £40 pounds). Two of their employees checked our luggage in with a smile and then had the audacity to inform us that we were slightly over the weight limit. Tto add insult to injury, one of our suit cases is now broken and they are refusing to refund the money. "
"✅ Trip Verified | I used this company flights few times and it was with troubles always. My flights were delayed from 1 till 3 hours, which was unappreciated especially when I was in transit. Their customer service is always unavailable - you cannot call them from any country exclude their native Turkey, but if you are there and trying to call them - they don't answer in 90% cases. They provide no answer by proposed on site WhatsApp, and by e-mail on noticed time (it's over 48 hours each time). But when they answer you it is absolutely inapplicable, because they provide you link to website or info from website only and never answer to your solid question. Usage of their services it just waste of money, time and your mental health. And when you onboard finally you should pay for all - including glass of water. I have extremely worst experience with this company!"
"✅ Trip Verified | Pegasus Airlines lost my bag. I filed a report at my destination airport, but even after multiple mails and calls, they didn't seem to care at all. I applied for a refund, but was offered a ridiculous amount of money. After three months, I finally received one half of the refund, but the other half is still missing. Pegasus does not answer my mails. I will never fly with this airline again, even if they offer the cheapest prices."
"✅ Trip Verified |  I booked my flight back home on Sunday as we have to work on Monday. After checking-in and dropping my bag. I was informed that the flight was cancelled. Which is not the best news to hear of course. There was a long line of passengers that does not move, they wanted us to fly the next day, an offer that normally i won't refuse. However I had several meetings the day after that cannot be simply cancelled. It feels like they are throwing us from one person to another with no respect. I tried to find a reservation to a close airport. However they cancelled all their trips to the north due to weather reasons. There was no refund. My bag still did not arrive after 2 months."
"✅ Trip Verified |  I would like to thank the Pegasus team in Istanbul for the service and hard work they provide in this difficult time after Turkey suffered from the earthquake. The flight was delayed 2 hours and I missed my connecting flight. Considering the whole situation on the country and bad weather conditions, I suppose that delays may happen. Pegasus provided me with another ticket, free hotel stay till my next flight and food. Thank you."
"Not Verified | Pegasus Airlines is your worst nightmare! Never ever take it if you have a choice. It’s not only because of impolite crew members who don’t even greet their customers on board, horrible sits and 2$ tiny water bottles. I took a flight from Sharm-el-Sheikh to St. Petersburg via Istanbul and since the first flight was delayed we missed the next flight and got stuck at the airport for next 10 hours without water, food or any further information regarding our flight. There was a Pegasus counter in transfer zone with 4-6 absolutely useless and incompetent employees doing nonsense. We were around 30ppl from different flights and it took 10 hours of queuing while Pegasus workers were doing nothing just making a mess with documents (losing boarding passes, taking passports and never bringing them back) and shouting at their customers. Finally after 10 hours of desperation they somehow figured out that a lot of passengers don’t even need a visa to enter Turkey and could be delivered to the hotel anytime. Than it took 2 hours for bus to pick us up and additional 20mins standing outside (0C in Istanbul and dozens of people flying back from Egypt in their summer clothes and not expecting winter strolls around snowy Istanbul) The most horrible flying experience in my entire life, choose any other airline if there’s an option never fly with Pegasus if you don’t want to ruin your day/vacation/physical and mental health."
"✅ Trip Verified |  Worst airline. I lost my connection flight from Istanbul to Doha from Manchester. Wasted 1 day and no information for the delay. The next day flight they booked from Istanbul to Doha is delayed again 2 hours. I will not recommend Pegasus airlines for this unacceptable approach. I had to lose my 2 days for the travel and such a tension in the airport when I missed the flight. I had to pay for the evisa for the stay in the country for the next day flight. No information or e emails or nothing from the airline."
"✅ Trip Verified |  It was my first flight after 6 years not flying anywhere. I didn't know the world has changed so hard that they didn't include food and drinks in the ticket price anymore. As you might know, Russian citizens cannot use their bank cards outside Russia due to some restrictions from Europe. So I was carrying some Euro in cash. I bought it in my Moscow bank the day before my trip. How was I supposed to know that all of my money were old Euros and I wouldn't get nor food, neither drink onboard? Seriously, the flight attendant took my 10-euro bill, then another one and returned them to me saying: I am sorry, you get no food and no water for 3.5 hours because your money is old. But what I had really gotten there was a huge amount of frustration and anxiety for 3.5 hours because all I could think about on that plane was are all my money old?  I had no problem with my cash anywhere after that flight. And I am curious if I get something to drink on my way back? What kind of money do you accept on your planes? Why don't you serve free water to your passengers?"
"✅ Trip Verified |  Pegasus lost my luggage, couldn't find it after 3 weeks and offered a ridiculous compensation of 248 Euros for which i had to pay 17E of transfer fee, bringing it down to 231 Euros. Not only do they not compensate for the trouble caused but their luggage refund hardly covers a bag with a few clothes. They may be able to bring people from point A to point B but don't seem to take much responsibility beyond that."
"✅ Trip Verified |  Shocking experience! The worst uncomfortable and crammed seats I have ever seen, secondly there was no water running in the sink in the lavatories which surely is a concern with covid and all. The cabin crew arrived to our flight very late and because of that our flight I’m Doha was delayed and we nearly missed our connection flight. Cabin crew are unfriendly , always have angry closed faces and frown upon being asked anything like if we are disturbing them. I also saw the cabin crew refusing to give a cup of water to a pregnant lady who was flying on that 7 hr flight and had no euros because she was on a connection flight. No inflight entertainment is offered and the crew won’t dim the lights on an overnight flight preventing passengers from sleeping. But after all this for a traumatic first experience what really caused my biggest concern was the fact that several passengers (probably about 10!) started taking their bags and opening luggage compartments (and leaving them open) as soon the plane landed and it was still in taxi. The cabin crew turned a blind eye on this and one of them was actually sleeping on her seat next to us! Meanwhile a bag ended up falling out from the open compartment into a passengers head seating in aisle because this was allowed whilst the aircraft was still running taxi for a further 10 minutes."
"Not Verified | My wife and I had tickets Pegasus from Budapest to Istanbul on January 02, 2023 on flight PC-332. In the morning on the day of departure, we received an SMS about the cancellation of the flight due to bad weather conditions in Istanbul. This reason releases them from liability and indemnification of passengers. However, the weather forecast at Istanbul airport that day showed good weather. That is, the Pegasus airline brazenly deceived us all. Our attempts to change the flight did not lead to anything. The contact phone of the Pegasus did not answer. There was also no representative office of this company at the Budapest airport. All other flights to Istanbul of other companies that day were successfully completed. As a result, we bought more expensive tickets from Turkish Airlines and flew to Istanbul on the same day. Pegasus does not bear any responsibility to its passengers."
"✅ Trip Verified |  This has been the worst experience of my life with this company, i am not even sure to travel again in the next years. A trip that should have taken half a day was transformed into 2 full days of Travel, waiting at the airport during a transfer in Turkey, queuing during hours to get a new flight, no information at all, nobody from the company apologizing for the situation or even giving information. They have no notion of customer service, you are not a human to them, just a problem on their route. I strongly advise you to avoid this company if you do not want to have a very unpleasant experience, as apparently they have very very frequent delays of flights and cancellations of flights due to purely financial reasons and a very bad overall organisation. Then if you miss a transfer you can be sure that the treatment of your demand will be very long and painful. "
"Not Verified | Worst flight I’ve ever been on, abysmal start of a vacation. I don’t think the point of a budget airline is to absolutely humiliate and treat passengers like animals. To start off, our flight was delayed an unacceptable 4 hours at the gate without any explanation and it is still not clear why it got delayed. To top things off, when they let us into the plane, they told us to expect an additional hour of delay in the plane, seated in the most uncomfortable seats, and now one hour has passed with no news as to why all the delaying."
"✅ Trip Verified |  Pros- Low cost Airline. Normally hassle free. Cons - I had booked the flight from Munich to Dammam via Istanbul and had paid for the check in Baggage while booking the ticket online. I was told that the check in bag would be booked till Dammam. But strangely at the Istanbul Airport, I was asked to take the checked in bag as hand bag for which I had to pay extra for the Evisa to get inside Turkey to take the checked in bag. Despite several inquiries with the Airline staff, no real reason or explanation given for this inconvenience."
"✅ Trip Verified |  I took a flight from Casablanca to Moscow with stopover in Istanbul. After reading reviews I was very afraid. I had only 2 hrs to so security control in Istanbul and I was afraid to losing it because of delays. My big luggage was 20,1 kg and I was afraid they will ask me to pay more weight because I bough 20 kg. My hand luggage was heavy and slightly bigger than the company rules. Also my luggage was checked in Casablanca and I was afraid they would loose it or no having enough time to put it in the second place. I was first in the lane when check in started. All was very fast and easy. They didn't charge extra weight, they didn't check hand luggage size or weight (I have seen passengers with many bags and they allowed them to go), both flights were in time, staff and crew kind and helpful.  I will fly again with Pegasus"
"✅ Trip Verified |  Awful staff but great prices and routes. I only fly this airline because they have a direct flight from London to Ankara. One of their staff grabbed me and pulled me post check in to tell me I must check my hand luggage because of a full flight. I told them this is not possible due to having my laptop and valuables. The staff member began swearing at me and telling me he's will tell me what is possible and he will be waiting for me at the gate."
"✅ Trip Verified |  The worst airline I have used. The staff is rude, they doesn't speak (or doesn't want to) English. The cabin was dirty. None of our 4 flights left on time, the maximum delay was 3 hours, which was not compensated. I saw seats that do not recline, extremely uncomfortable. There was no on-board catering, not even water, which no one reported when we were booking our tickets. And the airline broke my new suitcase. "
"Not Verified | Today we were unfortunate to fly with Pegasus Airlines. Our flight was meant to departure from Helsinki at 14:45 which it didn't. And until 19 it wasn't even announced when it'll be. At 19 they said it'll be 0:15 Later they said it'll be 2:30 And now, at midnight they've updated it again - it's now 4:30 in the morning! It's 14 hours of wait! They update it every two hours! they gave a food voucher and a hotel, but you can't sleep - you have to wake up every hour and check if anything has changed! It's outrageous!! The worst flight of my entire life! Absolutely spoiled the beginning of our vacation and 120 EUR wasted on a hotel night we don't get to sleep in on top of ridiculous wait time!"
"Not Verified |  I have previously given a review indicating my luggage was damaged. I couldn't find that review to amend it. The airline did pay for the damage fairly and I thank them for it. Also, I changed my rating for the cabin staff. My previous rating was for the Stockholm-Istanbul flight with the same airline."
"✅ Trip Verified |  This is by far the worst airline I have seen while traveling international they changed my gate last minute and I was running back and fourth trying to find my gate because they changed it last minute during boarding. They don’t care about there customers and only care about the money. I was running in the airport, employees are very rude and unprofessional they don’t even speak English. Pegasus employees did not help me find my gate I had asked them is this the right airline they told me flight was changed so we don’t know with a very little English. By far the worst experience for 400 dollar ticket one way to London. I will never purchase again as I almost missed my flight due to the lack of last minute changes. "
"Not Verified |  The worst airline in the world. 2 weeks ago I was flying with them, my luggage was lost. I had in my luggage the medications necessary for my life because I'm chronically ill. Moreover, in my suitcase I had the things necessary for my work, because of their lack, I incur material losses. They ignore e-mails. I've been calling them for a week, they expose me to the costs of making calls abroad. My suitcase still hasn't arrived, although they promised to send it 72 hours after it went missing and arrive at the hotel within the next 2 days. 16 days have passed and the suitcases are still gone. They ruined my entire vacation!"
"✅ Trip Verified |  Just had a lovely flight from Manchester to Dalaman. Crew, service faultless. Only thing it was a night flight and captain had the heating a bit high. But well done Pegasus."
"✅ Trip Verified |  Punctual take-off and landing. Perfect ground service and cabin crew. Seating might have been better but not a major problem for a short haul. Overall, a very pleasant flight for a very good price. Surely recommended."
"✅ Trip Verified |  We were on our honeymoon, my husband and I arrived to the counter where our tickets are issued. we previously booked and paid tickets for both of us months ago. However, when we arrived at the counter, they said that there is no place for us on the plane because we didn't book seats, we only booked tickets. They were overbooked. but this is not our problem! we paid for our tickets! They issued a ticket for me but not for my husband! we explained that we are on honeymoon we cannot go separately - they forced us to transit for 10 hours in Istanbul before going to Cappadocia. So we arrived to Cappadocia at 11PM instead of 10 AM! The staff was very disrespectful and didn't offer any help. We lost time and money. "
"Not Verified |  The dates and times of departure were changed three times on direct and return tickets. As a result, daytime flights were canceled and night flights were left, which initially cost less. Don't buy expensive day tickets, it's a lure, they will cancel them anyway and you will be forced to change tickets for night flights. They will make you do it. Lost baggage containing life-saving medication for a child with epilepsy. The baggage arrived at the airport the next day. They refused to promptly bring baggage from the airport. I had to pay for prompt delivery by taxi. In flight, they did not give free water to either children or the elderly. Bottle of water 200gr. - 2 euros. The senior of team of flight attendants answered - show in the rules where it says about free water.. On the return flight, they checked in a stroller for a 2-year-old child as transit baggage, despite the fact that we warned at check-in that a stroller is needed when transferring. The child was forced to sleep in arms during a 9-hour layover in Antalya. Representatives of the airline do not decide anything. The staff is low qualified. No service. Airplanes are packed. Catching hype on Russian tourists in the current situation."
"✅ Trip Verified |  After reading all these reviews here I have been a little suspicious to book Pegasus to Istanbul. Anyhow all my business contacts are on the Asian side and to get from the new IST airport to the Asian side can take longer than the flight to there. I have been surprised about the performance of Pegasus. Flights are dammed on time. The first low-cost-airline for quite a while which is scheduling their flights that the last round-trip of the day is still on time. I booked me seats in exit rows which are offering a little more space so I was fine. The processes are quite well organized and in SAW my bag was on the belt before I could even arrive there. The bar service is ok. You can buy warm meals and beverages. Price are a little on the high side an the need to improve the payment system. The fact that 3 credit cards issued by German and Irish banks have been rejected which have been used in Turkey and Germany before and after with no problem needs to be changed."
"Not Verified |  Very bad service on board. You feel you are in market not a flight all during the flight selling product. Just to test them i asked for a tap glass of water, they refuse that and ask me to pay £2 for small bottle. "
"✅ Trip Verified |  Pegasus has buggy outdated payment system. We had to register and to pay for our pet (small dog). The only way to register is to call them and then to pay via phone. Pegasus rep will ask you for a first 8 digits of your credit card and will transfer you to the automatic dial system to complete the details via phone. And then your nightmare will come true. The phone system will return an random error during typing your credit card. Pegasus reps are aware  of this bug and then advise your to continue typing again and again. However, it doesn't work - after 8  expensive phone calls and 24 tries to type the credit card details it failed. We typed carefully and tried 2 working cards - it was definitely the bug in the system. There was no alternative way of payment! Another Pegasus rep advised me to arrive earlier and tried to pay at the counter (praying no other pets will be at the flight because the limit is 3!). There was no senior supervisor to resolve this issue. A bonus line - people got stuck at the airport with their luggage because they accepted only credit card, no cash option. I helped other travelers paying with my credit card for their extra luggage. Each time we called we got different price for the pet ! 70 or 140 USD. During the final call a rep said it is 70 USD for sure, but in the airport they said 140! But during the payment their system changed it back to 70. Resume: if you flight with no luggage, pets etc it should be OK. Otherwise - stay away from this company."
"✅ Trip Verified |  I bought tickets of Pegasus Airlines in the early March 2022 because Russian airlines stopped flying abroad. In 10 days after that Pegasus announced that flight was cancelled. I chose the refund option and Pegasus sent me an email that my card is unavailable for refund. I replied providing my account details and asking about further steps. But after that Pegasus never replied. I tried to remind them several times, but they still keep silence"
"✅ Trip Verified |  I strongly advise against buying anything from this airline!  Initially, they offered a voucher with an open date or money after covid. In 2021 I applied for tickets, since covid does not end, but they said that they would transfer the money and for 11 months as of now they have been pretending to send money. They lie about technical problems, but they don’t provide proof of translation attempts, that they claim they sent, even though I asked for 8 times!"
"✅ Trip Verified | London to Istanbul. The most horrible and disgusting service I’ve received from anywhere. The staff are extremely unprofessional. He told me to go and contact my agent about the flight when I showed proof that my agent is FLYPGS (Pegasus airlines) then he told me he can’t help me. I ask to be put through to a manager and he also refused and told me he cannot help me. Our flight was cancelled twice by Pegasus, had I known what a disgusting and horrible airline they are I would’ve never booked with them. The plane itself is so tight and cramped you feel claustrophobic for the entire flight. The staff are extremely rude on the phone line as well as on the plane and airport. All they care about is keeping your money. I have now waited a whole week for a refund to only realise I’ve been refunded £30 instead of the whole ticket amount which was over £100. Avoid at all costs! Most disgusting airline and people. If I could give minus 10 stars I would. I will definitely be informing all my family and friends who travel to turkey to avoid this airline at all costs. A disgrace."
"✅ Trip Verified |  I had a bag and a purse with me at the gate, and they told me that I could only have one on the plane. Furthermore, they stated in a very disrespectful and mean manner that I either pay or do not board the flight. I didn't have euros, and after several attempts to explain that a purse is not luggage, they said I had to pay. I only had dollars, so they made me pay $100 USD and refused to exchange (they were charging 70 EUR) claiming they couldn't do it. I'm a frequent traveler, and I've been on all kinds of planes, but I've never seen anything like this before; it's a robbery. Charging a woman $100 for her purse. It is worth noting that I had the same luggage with me on my way to Barcelona and this did not occur."
"✅ Trip Verified |  The departure time was 5am, the flight was on time but the plane decided to wait for latecomers. We waited 2 hour in the departure lounge and then another 30 minutes in the plane. The captain tried to reassure everyone that we would make up the time. I missed my connection. Many people were ushered to hotel which took 1 hour before we got there. the reception at Miracle hotel was passable but the restaurant staff were arrogant to the point where they refused access to the Pegasus travellers. We were made to sit and wait. "
"✅ Trip Verified |  Would never recommend it. No service no management just catastrophic from Sabiha Goecken Airport Istanbul. Very long queues no one supporting, very rude staff. No one knows where to go, what to do. Worst service ever. "
"✅ Trip Verified | Check-in is seamless using one of the kiosk. The baggage tag was also printed by the kiosk. Then head to the baggage drop area. The flight itself was okay. Have to pay extra for everything - pretty much like Ryanair in Europe or AirAsia in South East Asia. Inattentive flight attendants, they look unhappy to do their work. It gets you from point A to B. Period. I will still recommend this airline given the price!"
"✅ Trip Verified |  Had two nice flights today. Needed to get from Bucharest to Stansted. Was much cheaper to do this trip via Istanbul than any direct flight. I also has 5 hours to see Istanbul. So seemed to be nice aircraft. Modern trim. Comfortable seats. I had 3 seats to myself on both flights. Nice friendly staff with a smile. Nice food at reasonable prices. All on time except we had to hold for 15 minutes at Stansted. Don't normally review anything but thought this airline had some bad reviews so maybe they have improved."
"✅ Trip Verified |  Avoid at all costs! Flight cancelled. No SMS or email sent to inform us. No reason given by counter staff. All customers helplines telephone numbers either do not answer or speak in Turkish only. Staff extremely unhelpful. Missed flight connection to London and incurred additional hotel night in Istanbul. No hotel/food voucher given. They are cheap for a reason!  You have been warned."
"Not Verified | We paid for the seat for better leg space. But the staff name at the check in counter cancelled our seat and we were sent to the supervisor who was equally rude . After which we have to mail the airline for the refund to which also there is no response. This is the most unprofessional airline. If the seat has been cancelled by your staff for what so ever reason isn’t it your duty to refund it back . Why should we write a separate mail and keep waiting for our refund."
"Not Verified | Worst airline ever. I was driven to tears by this airline, disappointed lots of passengers. I also vowed never to use them again. The flight was meant to leave Dubai by 5:15am but they left by 6:48am, on getting to Istanbul I had to get a new boarding ticket to TRNC, they wasted my time for close to an hour and they were well aware my flight already started checking in. On getting to the gate I wasn’t allowed access, was told it was closed. Pegasus never took responsibility for this and made me pay for another ticket to my destination. Not to talk of the bad customer service who use the opportunity of not understanding English to act badly to passengers and ignore us. They also spoilt my luggage."
"✅ Trip Verified |  I can safely say this company is by far the absolute worst when it comes to forward facing staff at the airport. We witnessed people in tears being refused help at Istanbul airport as they were having trouble with their paperwork and the lack of internet in the airport for those trying to use their phones. The staff refused those they choose not to deal with and quickly spoke amongst themselves to be sure their colleagues would not help those selected people as well - passengers were timed out of check in by this horrendous behaviour. I have never ever seen such diabolical behaviour with airport staff. We missed our flight despite being 2 hrs before departure, another man had been there since day before and lost two tickets, countless others having to form a large queue at ticket help desk to re buy tickets - please really look at your options before choosing this disgraceful company - they simply do not deserve customers."
"Not Verified |  I had a flight from Manchester to Erbil via (Sabiha Gökçen airport) SAW. My flight delayed by about 12 hours at Manchester airport - then, my flight delay at my connecting point was 24 hours! My bag was not transited to the next airport, instead, I had to buy Turkish visa and then check in and out to change my bag! Worst airline ever! Change the name from Pegasus to Pega-bus! A bus is a better than this airline indeed!"
